trip_distance,fare_amount,tip_amount,extra,tolls_amount,total_amount,airport_fee,improvement_surcharge,congestion_surcharge,mta_tax
2.87,12.5,4.2,1.0,0.0,21.0,"",0.3,2.5,0.5
1.44,8.0,1.0,1.0,0.0,13.3,"",0.3,2.5,0.5
2.4,9.5,2.76,1.0,0.0,16.56,"",0.3,2.5,0.5
4.87,17.0,2.25,1.0,0.0,23.55,"",0.3,2.5,0.5
0.46,4.0,0.0,1.0,0.0,8.3,"",0.3,2.5,0.5
0.68,5.0,1.7,1.0,0.0,11.0,"",0.3,2.5,0.5
2.71,11.0,1.5,1.0,0.0,16.8,"",0.3,2.5,0.5
1.7,7.5,2.36,1.0,0.0,14.16,"",0.3,2.5,0.5
0.81,7.5,2.95,1.0,0.0,14.75,"",0.3,2.5,0.5
1.03,5.5,1.0,1.0,0.0,10.8,"",0.3,2.5,0.5
0.74,4.5,1.76,1.0,0.0,10.56,"",0.3,2.5,0.5
2.01,11.0,3.06,1.0,0.0,18.36,"",0.3,2.5,0.5
1.7,8.0,2.46,1.0,0.0,14.76,"",0.3,2.5,0.5
1.5,8.0,0.0,3.5,0.0,12.3,"",0.3,2.5,0.5
1.7,8.0,1.25,3.5,0.0,13.55,"",0.3,2.5,0.5
3.04,12.0,0.0,1.0,0.0,16.3,"",0.3,2.5,0.5
1.51,8.0,1.0,1.0,0.0,13.3,"",0.3,2.5,0.5
1.39,7.5,2.36,1.0,0.0,14.16,"",0.3,2.5,0.5
1.76,8.0,1.84,1.0,0.0,14.14,"",0.3,2.5,0.5
0.64,4.5,1.0,1.0,0.0,9.8,"",0.3,2.5,0.5
2.8,15.0,1.74,3.5,0.0,21.04,"",0.3,2.5,0.5
0.5,5.0,0.47,3.5,0.0,9.77,"",0.3,2.5,0.5
1.3,7.0,1.81,3.5,0.0,13.11,"",0.3,2.5,0.5
21.4,62.5,15.8,3.5,12.24,94.84,"",0.3,2.5,0.5
1.9,9.0,2.65,3.5,0.0,15.95,"",0.3,2.5,0.5
1.2,6.5,0.0,3.5,0.0,10.8,"",0.3,2.5,0.5
2.3,9.5,1.75,3.5,0.0,15.55,"",0.3,2.5,0.5
1.6,9.0,3.3,3.5,0.0,16.6,"",0.3,2.5,0.5
1.5,7.5,2.36,1.0,0.0,14.16,"",0.3,2.5,0.5
1.89,8.5,0.0,1.0,0.0,12.8,"",0.3,2.5,0.5
0.41,4.5,0.0,1.0,0.0,8.8,"",0.3,2.5,0.5
1.21,6.0,2.06,1.0,0.0,12.36,"",0.3,2.5,0.5
1.78,8.0,3.08,1.0,0.0,15.38,"",0.3,2.5,0.5
1.21,6.5,2.16,1.0,0.0,12.96,"",0.3,2.5,0.5
4.06,17.0,4.26,1.0,0.0,25.56,"",0.3,2.5,0.5
1.6,8.0,2.46,1.0,0.0,14.76,"",0.3,2.5,0.5
1.05,6.5,2.16,1.0,0.0,12.96,"",0.3,2.5,0.5
1.93,9.0,2.66,1.0,0.0,15.96,"",0.3,2.5,0.5
2.57,13.0,3.46,1.0,0.0,20.76,"",0.3,2.5,0.5
1.59,7.0,2.26,1.0,0.0,13.56,"",0.3,2.5,0.5
1.75,8.5,2.56,1.0,0.0,15.36,"",0.3,2.5,0.5
0.53,4.0,0.0,1.0,0.0,5.8,"",0.3,0.0,0.5
5.75,18.5,4.56,1.0,0.0,27.36,"",0.3,2.5,0.5
3.54,15.0,3.86,1.0,0.0,23.16,"",0.3,2.5,0.5
2.89,12.0,0.0,1.0,0.0,16.3,"",0.3,2.5,0.5
1.82,9.5,2.76,1.0,0.0,16.56,"",0.3,2.5,0.5
3.45,14.5,3.76,1.0,0.0,22.56,"",0.3,2.5,0.5
0.96,6.0,2.06,1.0,0.0,12.36,"",0.3,2.5,0.5
1.11,6.5,1.5,1.0,0.0,12.3,"",0.3,2.5,0.5
7.6,31.5,0.0,1.0,0.0,35.8,"",0.3,2.5,0.5
2.56,12.0,3.26,1.0,0.0,19.56,"",0.3,2.5,0.5
0.5,4.5,2.2,1.0,0.0,11.0,"",0.3,2.5,0.5
1.47,8.5,3.2,1.0,0.0,16.0,"",0.3,2.5,0.5
1.44,7.0,2.26,1.0,0.0,13.56,"",0.3,2.5,0.5
2.11,10.0,2.86,1.0,0.0,17.16,"",0.3,2.5,0.5
0.99,7.5,1.5,1.0,0.0,13.3,"",0.3,2.5,0.5
0.76,5.0,1.86,1.0,0.0,11.16,"",0.3,2.5,0.5
1.23,6.5,2.16,1.0,0.0,12.96,"",0.3,2.5,0.5
1.75,9.0,0.0,1.0,0.0,13.3,"",0.3,2.5,0.5
1.6,9.0,2.66,1.0,0.0,15.96,"",0.3,2.5,0.5
5.68,19.0,0.0,1.0,0.0,20.8,"",0.3,0.0,0.5
3.29,13.5,5.34,1.0,0.0,23.14,"",0.3,2.5,0.5
