trip_distance,fare_amount,tip_amount,extra,tolls_amount,total_amount,airport_fee,improvement_surcharge,congestion_surcharge,mta_tax
2.2,10.0,1.8,0.0,0.0,15.1,"",0.3,2.5,0.5
3.54,14.0,0.0,0.0,0.0,17.3,"",0.3,2.5,0.5
0.63,5.0,2.0,0.0,0.0,10.3,"",0.3,2.5,0.5
7.34,21.0,2.0,0.0,0.0,23.8,"",0.3,0.0,0.5
1.72,10.0,2.7,0.0,0.0,13.5,"",0.3,0.0,0.5
3.7,19.5,4.55,2.5,0.0,27.35,"",0.3,2.5,0.5
0.0,36.2,0.0,0.0,0.0,37.0,"",0.3,0.0,0.5
1.1,6.0,0.0,2.5,0.0,9.3,"",0.3,2.5,0.5
1.36,7.0,2.06,0.0,0.0,12.36,"",0.3,2.5,0.5
2.43,11.5,3.7,0.0,0.0,18.5,"",0.3,2.5,0.5
5.7,19.5,4.55,2.5,0.0,27.35,"",0.3,2.5,0.5
2.62,12.0,3.06,0.0,0.0,18.36,"",0.3,2.5,0.5
2.18,11.0,2.0,0.0,0.0,16.3,"",0.3,2.5,0.5
2.7,12.0,3.05,2.5,0.0,18.35,"",0.3,2.5,0.5
2.0,10.0,2.65,2.5,0.0,15.95,"",0.3,2.5,0.5
1.95,9.5,0.0,0.0,0.0,10.3,"",0.3,0.0,0.5
2.56,13.0,0.0,0.0,0.0,16.3,"",0.3,2.5,0.5
4.06,15.0,5.0,0.0,0.0,23.3,"",0.3,2.5,0.5
7.13,29.5,1.0,0.0,0.0,33.8,"",0.3,2.5,0.5
1.05,6.5,0.0,0.0,0.0,9.8,"",0.3,2.5,0.5
2.53,12.0,0.0,0.0,0.0,15.3,"",0.3,2.5,0.5
1.02,6.5,1.96,0.0,0.0,11.76,"",0.3,2.5,0.5
8.7,29.5,0.0,2.5,0.0,32.8,"",0.3,2.5,0.5
11.93,35.0,5.5,0.0,0.0,41.3,"",0.3,0.0,0.5
1.7,11.0,2.85,2.5,0.0,17.15,"",0.3,2.5,0.5
1.2,7.0,1.7,2.5,0.0,12.0,"",0.3,2.5,0.5
1.73,10.0,2.66,0.0,0.0,15.96,"",0.3,2.5,0.5
2.19,10.0,2.0,0.0,0.0,15.3,"",0.3,2.5,0.5
2.49,9.0,2.46,0.0,0.0,14.76,"",0.3,2.5,0.5
1.32,7.5,2.16,0.0,0.0,12.96,"",0.3,2.5,0.5
1.7,8.5,2.35,2.5,0.0,14.15,"",0.3,2.5,0.5
0.4,5.0,1.65,2.5,0.0,9.95,"",0.3,2.5,0.5
1.5,7.5,0.0,2.5,0.0,10.8,"",0.3,2.5,0.5
2.93,12.5,3.16,0.0,0.0,18.96,"",0.3,2.5,0.5
0.37,4.5,1.3,0.0,0.0,9.1,"",0.3,2.5,0.5
2.4,12.5,0.0,0.0,0.0,15.8,"",0.3,2.5,0.5
0.5,5.0,1.65,2.5,0.0,9.95,"",0.3,2.5,0.5
0.6,4.5,1.55,2.5,0.0,9.35,"",0.3,2.5,0.5
0.9,8.5,0.0,2.5,0.0,11.8,"",0.3,2.5,0.5
1.6,9.5,2.55,2.5,0.0,15.35,"",0.3,2.5,0.5
2.5,12.5,4.7,2.5,0.0,20.5,"",0.3,2.5,0.5
1.2,6.5,2.45,2.5,0.0,12.25,"",0.3,2.5,0.5
0.6,5.5,0.0,0.0,0.0,6.3,"",0.3,0.0,0.5
7.3,26.5,0.0,2.5,0.0,29.8,"",0.3,2.5,0.5
1.07,6.5,1.96,0.0,0.0,11.76,"",0.3,2.5,0.5
0.58,5.5,2.64,0.0,0.0,11.44,"",0.3,2.5,0.5
2.1,11.5,1.0,2.5,0.0,15.8,"",0.3,2.5,0.5
1.0,6.0,1.85,2.5,0.0,11.15,"",0.3,2.5,0.5
3.3,15.0,5.45,2.5,0.0,23.75,"",0.3,2.5,0.5
1.7,9.0,2.0,2.5,0.0,14.3,"",0.3,2.5,0.5
1.1,6.5,1.5,2.5,0.0,11.3,"",0.3,2.5,0.5
1.9,8.5,1.77,2.5,0.0,13.57,"",0.3,2.5,0.5
6.55,23.0,7.89,0.0,0.0,34.19,"",0.3,2.5,0.5
1.3,7.0,2.06,0.0,0.0,12.36,"",0.3,2.5,0.5
2.08,11.5,4.44,0.0,0.0,19.24,"",0.3,2.5,0.5
2.08,12.0,0.0,0.0,0.0,12.8,"",0.3,0.0,0.5
1.0,6.0,1.86,2.5,0.0,11.16,"",0.3,2.5,0.5
0.8,6.0,1.85,2.5,0.0,11.15,"",0.3,2.5,0.5
0.7,5.5,1.0,2.5,0.0,9.8,"",0.3,2.5,0.5
1.5,8.5,2.35,2.5,0.0,14.15,"",0.3,2.5,0.5
1.19,7.0,2.06,0.0,0.0,12.36,"",0.3,2.5,0.5
0.8,5.5,0.0,2.5,0.0,8.8,"",0.3,2.5,0.5
0.6,4.5,1.55,2.5,0.0,9.35,"",0.3,2.5,0.5
1.4,7.5,2.15,2.5,0.0,12.95,"",0.3,2.5,0.5
2.14,12.0,0.0,0.0,0.0,15.3,"",0.3,2.5,0.5
1.37,6.5,0.0,0.0,0.0,9.8,"",0.3,2.5,0.5
1.7,9.0,0.7,2.5,0.0,13.0,"",0.3,2.5,0.5
1.1,6.0,1.85,2.5,0.0,11.15,"",0.3,2.5,0.5
7.8,24.0,0.0,0.0,6.12,30.92,"",0.3,0.0,0.5
6.5,25.5,1.5,2.5,0.0,30.3,"",0.3,2.5,0.5
7.1,22.0,6.3,2.5,0.0,31.6,"",0.3,2.5,0.5
1.6,8.5,2.95,2.5,0.0,14.75,"",0.3,2.5,0.5
0.61,4.5,0.0,0.0,0.0,7.8,"",0.3,2.5,0.5
0.73,4.5,2.34,0.0,0.0,10.14,"",0.3,2.5,0.5
